participant,session,date,expName,psychopyVersion,OS,frameRate,exp1_trial_key.keys,exp1_trial_loop.thisRepN,exp1_trial_loop.thisTrialN,exp1_trial_loop.thisN,exp1_trial_loop.thisIndex,exp1_trial_loop.ran,num,list,cond,lang,type,sound_dir,phr,sent_code,mat,mat_num,emb_num,emb,cut,mat_f0_c,left,right,correct_img,correct_key,exp1_retrial.thisRepN,exp1_retrial.thisTrialN,exp1_retrial.thisN,exp1_retrial.thisIndex,exp1_retrial.ran,exp1_trial_key.rt,exp1_key.keys,exp1_key.corr,exp1_key.rt,exp1_loop.thisRepN,exp1_loop.thisTrialN,exp1_loop.thisN,exp1_loop.thisIndex,exp1_loop.ran,exp_num,image,image_alt,left_img,right_img,image_dir,exp2_trial_key.keys,exp2_trial_key.rt,exp2_trial_loop.thisRepN,exp2_trial_loop.thisTrialN,exp2_trial_loop.thisN,exp2_trial_loop.thisIndex,exp2_trial_loop.ran,exp2_retrial.thisRepN,exp2_retrial.thisTrialN,exp2_retrial.thisN,exp2_retrial.thisIndex,exp2_retrial.ran,exp2_key.keys,exp2_key.rt,exp2_loop.thisRepN,exp2_loop.thisTrialN,exp2_loop.thisN,exp2_loop.thisIndex,exp2_loop.ran,cs
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""lshift""]",0,2,2,2,1,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/dog.png,image/grandma.png,dog,lshift,,,,,,[1.751499999999993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""rshift""]",0,3,3,3,1,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/shirt.png,image/bag.png,bag,rshift,,,,,,[2.308499999999995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""rshift""]",0,4,4,4,1,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/donut.png,image/cups.png,donut,lshift,,,,,,[3.053100000001507],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""rshift""]",0,5,5,5,1,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/chair.png,image/sweater.png,sweater,rshift,,,,,,[2.3877999999970143],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""lshift""]",0,6,6,6,1,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/shirt.png,image/wallet.png,shirt,lshift,,,,,,[1.7653999999984933],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,"[""rshift""]",0,7,7,7,1,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/key.png,image/flipflops.png,flipflops,rshift,,,,,,[1.1816000000015094],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,118,l2,f,se,na,audio/118.wav,,l2_f_se_na_118,,,,,,,image/icecream.png,image/donut.png,donut,rshift,,,,,,,rshift,1,2.125,0,0,0,22,1,1,donut,icecream,icecream,donut,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,154,l1,t,es,f0c,audio/154.wav,,l1_t_es_f0c_154,,,,,,,image/basket.png,image/truck.png,truck,rshift,,,,,,,lshift,0,2.876,0,1,1,48,1,1,truck,basket,basket,truck,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,114,l2,f,se,na,audio/114.wav,,l2_f_se_na_114,,,,,,,image/jeans.png,image/sweatpants.png,sweatpants,rshift,,,,,,,lshift,0,2.1592,0,2,2,18,1,1,sweatpants,jeans,jeans,sweatpants,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,022,l2,t,es,na,audio/022.wav,,l2_t_es_na_022,,,,,,,image/dog.png,image/cat.png,cat,rshift,,,,,,,rshift,1,2.2985,0,3,3,36,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,157,l1,t,es,f0c,audio/157.wav,,l1_t_es_f0c_157,,,,,,,image/jacket.png,image/shirt.png,jacket,lshift,,,,,,,lshift,1,2.1273,0,4,4,51,1,1,jacket,shirt,jacket,shirt,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,115,l2,f,se,na,audio/115.wav,,l2_f_se_na_115,,,,,,,image/notebook.png,image/cellphone.png,notebook,lshift,,,,,,,lshift,1,2.3003,0,5,5,19,1,1,notebook,cellphone,notebook,cellphone,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,117,l2,f,se,na,audio/117.wav,,l2_f_se_na_117,,,,,,,image/spongebob.png,image/mickeymouse.png,spongebob,lshift,,,,,,,lshift,1,2.3174,0,6,6,21,1,1,spongebob,mickeymouse,spongebob,mickeymouse,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,106,l2,f,en,na,audio/106.wav,,l2_f_en_na_106,,,,,,,image/wallet.png,image/computer.png,computer,rshift,,,,,,,rshift,1,2.6968,0,7,7,10,1,1,computer,wallet,wallet,computer,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,098,l2,f,en,na,audio/098.wav,,l2_f_en_na_098,,,,,,,image/man.png,image/woman.png,woman,rshift,,,,,,,rshift,1,2.1079,0,8,8,2,1,1,woman,man,man,woman,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,101,l2,f,en,na,audio/101.wav,,l2_f_en_na_101,,,,,,,image/computer.png,image/bag.png,computer,lshift,,,,,,,lshift,1,2.2917,0,9,9,5,1,1,computer,bag,computer,bag,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,108,l2,f,en,na,audio/108.wav,,l2_f_en_na_108,,,,,,,image/scarf.png,image/socks.png,socks,rshift,,,,,,,rshift,1,2.3263,0,10,10,12,1,1,socks,scarf,scarf,socks,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,027,l2,t,es,na,audio/027.wav,,l2_t_es_na_027,,,,,,,image/shirt.png,image/book.png,shirt,lshift,,,,,,,lshift,1,2.3262,0,11,11,41,1,1,shirt,book,shirt,book,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,152,l1,t,es,f0c,audio/152.wav,,l1_t_es_f0c_152,,,,,,,image/car.png,image/grandma.png,grandma,rshift,,,,,,,rshift,1,2.6674,0,12,12,46,1,1,grandma,car,car,grandma,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,110,l2,f,en,na,audio/110.wav,,l2_f_en_na_110,,,,,,,image/dog.png,image/cat.png,cat,rshift,,,,,,,rshift,1,2.2836,0,13,13,14,1,1,cat,dog,dog,cat,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,028,l2,t,es,na,audio/028.wav,,l2_t_es_na_028,,,,,,,image/pants.png,image/glasses.png,glasses,rshift,,,,,,,lshift,0,2.6123,0,14,14,42,1,1,glasses,pants,pants,glasses,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,123,l2,f,sp,na,audio/123.wav,,l2_f_sp_na_123,,,,,,,image/sweater.png,image/cellphone.png,sweater,lshift,,,,,,,lshift,1,2.2955,0,15,15,27,1,1,sweater,cellphone,sweater,cellphone,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,159,l1,t,es,f0c,audio/159.wav,,l1_t_es_f0c_159,,,,,,,image/restaurant.png,image/hotel.png,restaurant,lshift,,,,,,,lshift,1,2.8044,0,16,16,53,1,1,restaurant,hotel,restaurant,hotel,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,100,l2,f,en,na,audio/100.wav,,l2_f_en_na_100,,,,,,,image/wallet.png,image/scarf.png,scarf,rshift,,,,,,,rshift,1,1.9777,0,17,17,4,1,1,scarf,wallet,wallet,scarf,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,102,l2,f,en,na,audio/102.wav,,l2_f_en_na_102,,,,,,,image/socks.png,image/book.png,books,rshift,,,,,,,lshift,0,2.3943,0,18,18,6,1,1,books,socks,socks,book,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,113,l2,f,se,na,audio/113.wav,,l2_f_se_na_113,,,,,,,image/loafers.png,image/sneakers.png,loafers,lshift,,,,,,,lshift,1,2.4937,0,19,19,17,1,1,loafers,sneakers,loafers,sneakers,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,030,l2,t,es,na,audio/030.wav,,l2_t_es_na_030,,,,,,,image/flipflops.png,image/boy.png,boy,rshift,,,,,,,rshift,1,2.661,0,20,20,44,1,1,boy,flipflops,flipflops,boy,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,023,l2,t,es,na,audio/023.wav,,l2_t_es_na_023,,,,,,,image/wine.png,image/cellphone.png,wine,lshift,,,,,,,lshift,1,2.2991,0,21,21,37,1,1,wine,cellphone,wine,cellphone,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,129,l2,f,sp,na,audio/129.wav,,l2_f_sp_na_129,,,,,,,image/bag.png,image/chair.png,bag,lshift,,,,,,,lshift,1,3.1739,0,22,22,33,1,1,bag,chair,bag,chair,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,021,l2,t,es,na,audio/021.wav,,l2_t_es_na_021,,,,,,,image/jacket.png,image/flipflops.png,jacket,lshift,,,,,,,lshift,1,2.3081,0,23,23,35,1,1,jacket,flipflops,jacket,flipflops,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,158,l1,t,es,f0c,audio/158.wav,,l1_t_es_f0c_158,,,,,,,image/pants.png,image/shirt.png,shirt,rshift,,,,,,,rshift,1,2.5858,0,24,24,52,1,1,shirt,pants,pants,shirt,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,109,l2,f,en,na,audio/109.wav,,l2_f_en_na_109,,,,,,,image/fish.png,image/woman.png,fish,lshift,,,,,,,lshift,1,2.0286,0,25,25,13,1,1,fish,woman,fish,woman,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,111,l2,f,se,na,audio/111.wav,,l2_f_se_na_111,,,,,,,image/mashedpotatoes.png,image/donut.png,mashedpotatoes,lshift,,,,,,,lshift,1,2.2879,0,26,26,15,1,1,mashedpotatoes,donut,mashedpotatoes,donut,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,120,l2,f,se,na,audio/120.wav,,l2_f_se_na_120,,,,,,,image/glasses.png,image/joycons.png,joycons,rshift,,,,,,,rshift,1,2.532,0,27,27,24,1,1,joycons,glasses,glasses,joycons,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,156,l1,t,es,f0c,audio/156.wav,,l1_t_es_f0c_156,,,,,,,image/city.png,image/village.png,village,rshift,,,,,,,rshift,1,3.2119,0,28,28,50,1,1,village,city,city,village,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,116,l2,f,se,na,audio/116.wav,,l2_f_se_na_116,,,,,,,image/sweatpants.png,image/boxers.png,boxers,rshift,,,,,,,rshift,1,2.7405,0,29,29,20,1,1,boxers,sweatpants,sweatpants,boxers,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,026,l2,t,es,na,audio/026.wav,,l2_t_es_na_026,,,,,,,image/village.png,image/grandma.png,grandma,rshift,,,,,,,rshift,1,2.4043,0,30,30,40,1,1,grandma,village,village,grandma,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,153,l1,t,es,f0c,audio/153.wav,,l1_t_es_f0c_153,,,,,,,image/cellphone.png,image/book.png,cellphone,lshift,,,,,,,lshift,1,2.5854,0,31,31,47,1,1,cellphone,book,cellphone,book,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,107,l2,f,en,na,audio/107.wav,,l2_f_en_na_107,,,,,,,image/man.png,image/cat.png,man,lshift,,,,,,,lshift,1,2.1735,0,32,32,11,1,1,man,cat,man,cat,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,127,l2,f,sp,na,audio/127.wav,,l2_f_sp_na_127,,,,,,,image/cat.png,image/dog.png,cat,lshift,,,,,,,lshift,1,2.6014,0,33,33,31,1,1,cat,dog,cat,dog,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,130,l2,f,sp,na,audio/130.wav,,l2_f_sp_na_130,,,,,,,image/socks.png,image/glasses.png,glasses,rshift,,,,,,,rshift,1,2.3486,0,34,34,34,1,1,glasses,socks,socks,glasses,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,151,l1,t,es,f0c,audio/151.wav,,l1_t_es_f0c_151,,,,,,,image/cat.png,image/flower.png,cat,lshift,,,,,,,lshift,1,2.463,0,35,35,45,1,1,cat,flower,cat,flower,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,124,l2,f,sp,na,audio/124.wav,,l2_f_sp_na_124,,,,,,,image/bag.png,image/bed.png,bed,rshift,,,,,,,rshift,1,2.0969,0,36,36,28,1,1,bed,bag,bag,bed,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,122,l2,f,sp,na,audio/122.wav,,l2_f_sp_na_122,,,,,,,image/desk.png,image/chair.png,chair,rshift,,,,,,,rshift,1,2.9796,0,37,37,26,1,1,chair,desk,desk,chair,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,099,l2,f,en,na,audio/099.wav,,l2_f_en_na_099,,,,,,,image/dog.png,image/cat.png,dog,lshift,,,,,,,lshift,1,1.7081,0,38,38,3,1,1,dog,cat,dog,cat,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,112,l2,f,se,na,audio/112.wav,,l2_f_se_na_112,,,,,,,image/burger.png,image/hotdog.png,hotdog,rshift,,,,,,,rshift,1,2.3107,0,39,39,16,1,1,hotdog,burger,burger,hotdog,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,025,l2,t,es,na,audio/025.wav,,l2_t_es_na_025,,,,,,,image/cellphone.png,image/truck.png,cellphone,lshift,,,,,,,lshift,1,2.5301,0,40,40,39,1,1,cellphone,truck,cellphone,truck,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,126,l2,f,sp,na,audio/126.wav,,l2_f_sp_na_126,,,,,,,image/backpack.png,image/key.png,key,rshift,,,,,,,rshift,1,2.5309,0,41,41,30,1,1,key,backpack,backpack,key,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,029,l2,t,es,na,audio/029.wav,,l2_t_es_na_029,,,,,,,image/armchair.png,image/ring.png,armchair,lshift,,,,,,,lshift,1,3.0303,0,42,42,43,1,1,armchair,ring,armchair,ring,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,024,l2,t,es,na,audio/024.wav,,l2_t_es_na_024,,,,,,,image/bed.png,image/jug.png,jug,rshift,,,,,,,rshift,1,2.5247,0,43,43,38,1,1,jug,bed,bed,jug,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,097,l2,f,en,na,audio/097.wav,,l2_f_en_na_097,,,,,,,image/ring.png,image/belt.png,ring,lshift,,,,,,,lshift,1,2.2571,0,44,44,1,1,1,ring,belt,ring,belt,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,155,l1,t,es,f0c,audio/155.wav,,l1_t_es_f0c_155,,,,,,,image/flipflops.png,image/flower.png,flipflops,lshift,,,,,,,lshift,1,2.3579,0,45,45,49,1,1,flipflops,flower,flipflops,flower,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,125,l2,f,sp,na,audio/125.wav,,l2_f_sp_na_125,,,,,,,image/desk.png,image/bottle.png,desk,lshift,,,,,,,lshift,1,2.0974,0,46,46,29,1,1,desk,bottle,desk,bottle,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,121,l2,f,sp,na,audio/121.wav,,l2_f_sp_na_121,,,,,,,image/shoe.png,image/glasses.png,shoe,lshift,,,,,,,rshift,0,2.467,0,47,47,25,1,1,shoe,glasses,shoe,glasses,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,104,l2,f,en,na,audio/104.wav,,l2_f_en_na_104,,,,,,,image/shirt.png,image/bag.png,bag,rshift,,,,,,,rshift,1,1.8669,0,48,48,8,1,1,bag,shirt,shirt,bag,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,119,l2,f,se,na,audio/119.wav,,l2_f_se_na_119,,,,,,,image/penthouse.png,image/rocket.png,penthouse,lshift,,,,,,,lshift,1,2.8177,0,49,49,23,1,1,penthouse,rocket,penthouse,rocket,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,103,l2,f,en,na,audio/103.wav,,l2_f_en_na_103,,,,,,,image/toys.png,image/sneakers.png,toys,lshift,,,,,,,lshift,1,2.2233,0,50,50,7,1,1,toys,sneakers,toys,sneakers,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,160,l1,t,es,f0c,audio/160.wav,,l1_t_es_f0c_160,,,,,,,image/ring.png,image/bracelet.png,bracelet,rshift,,,,,,,rshift,1,3.6482,0,51,51,54,1,1,bracelet,ring,ring,bracelet,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,105,l2,f,en,na,audio/105.wav,,l2_f_en_na_105,,,,,,,image/bed.png,image/plane.png,bed,lshift,,,,,,,lshift,1,2.0887,0,52,52,9,1,1,bed,plane,bed,plane,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,096,l2,f,en,na,audio/096.wav,,l2_f_en_na_096,,,,,,,image/woman.png,image/cat.png,cat,rshift,,,,,,,rshift,1,1.9178,0,53,53,0,1,1,cat,woman,woman,cat,../image/,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,128,l2,f,sp,na,audio/128.wav,,l2_f_sp_na_128,,,,,,,image/cups.png,image/kids.png,kids,rshift,,,,,,,rshift,1,1.7754,0,54,54,32,1,1,kids,cups,cups,kids,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift"",""lshift""]","[1.8781000000014956,3.290200000002983]",0,0,0,0,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift""]",[2.7853999999985035],0,1,1,1,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr3,lt,tr,sp,na,practice_trial/audio/tr3.wav,¿Dónde está mi perro?,lt_tr_sp_na_tr3,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""rshift""]",[1.446899999998493],0,2,2,2,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr4,lt,tr,sp,na,practice_trial/audio/tr4.wav,¿De quién es la bolsa?,lt_tr_sp_na_tr4,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""rshift""]",[3.4658999999984985],0,3,3,3,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr5,lt,tr,se,na,practice_trial/audio/tr5.wav,¿Dónde encontraste sus donuts?,lt_tr_se_na_tr5,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""rshift""]",[2.9162999999970225],0,4,4,4,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr6,lt,tr,se,na,practice_trial/audio/tr6.wav,¿Cuándo compraste tu sweater?,lt_tr_se_na_tr6,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""rshift"",""lshift""]","[2.01400000000001,2.8263999999985003]",0,5,5,5,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr7,lt,tr,es,na,practice_trial/audio/tr7.wav,Why do you have my camisa?,lt_tr_es_na_tr7,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[1.7685000000000173,2.3000000000000114]",0,6,6,6,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr8,lt,tr,es,na,practice_trial/audio/tr8.wav,Where did you find his chanclas?,lt_tr_es_na_tr8,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift"",""rshift""]","[2.1521000000014965,2.4553000000044563]",0,7,7,7,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr1,lt,tr,en,na,practice_trial/audio/tr1.wav,Where are your kids?,lt_tr_en_na_tr1,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift""]",[1.682899999998483],0,0,0,0,1,,,,,,,,,,,,,
058,001,2023-12-05_12h34.48.825,exp_g2,2022.2.5,MacIntel,60.0024001,,,,,,,tr2,lt,tr,en,na,practice_trial/audio/tr2.wav,Who is buying my car?,lt_tr_en_na_tr2,-,-,-,-,-,-,image/america.png,image/spain.png,,,,,,,,,,,,,,,,,,,,,,,"[""lshift""]",[1.7236999999955174],0,1,1,1,1,,,,,,,,,,,,,
